sog,ship_heading,wind_speed,wind_direction,air_temperature,air_pressure,mean_draft,teu_str,td,tb,ship_breadth,reference_anemometer_height,anemometer_ht_design_draft,design_transverse_projected_area,type_stawind_vessel,super_structure_stawind_vessel,vessel_id,relative_wind_direction,wind_resistance
14.66,219.0,11.95399574,90.00621126,11.04666667,1026.346667,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-94.58429974369619,0.0
14.6,218.23,11.95399574,90.00621126,11.04666667,1026.346667,14.45,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-93.94489396731171,0.0
14.6,218.29,11.95399574,90.00621126,11.04666667,1026.346667,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-94.00513807015989,0.0
14.57,217.21,11.95399574,90.00621126,11.04666667,1026.346667,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.95676703359777,0.0
14.51,216.71,11.95399574,90.00621126,11.04666667,1026.346667,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.60837341729183,0.0
14.6,216.84,11.95399574,90.00621126,11.04666667,1026.346667,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.49128465668849,0.0
14.59,216.72,11.95399574,90.00621126,11.04666667,1026.346667,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.39798365774743,0.0
14.56,216.12,11.95399574,90.00621126,11.04666667,1026.346667,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-91.85953083828258,0.0
14.5,216.74,11.95399574,90.00621126,11.04666667,1026.346667,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.66158690106198,0.0
14.49,216.09,11.95399574,90.00621126,11.04666667,1026.346667,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.0232416138744,0.0
14.45,216.76,11.95399574,90.00621126,11.04666667,1026.346667,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-92.82819788775623,0.0
14.5,217.28,11.95399574,90.00621126,11.04666667,1026.346667,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-93.22370448388853,0.0
14.56,216.36,9.845378425,93.70170375,12.27333333,1025.72,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-80.28409981184355,0.0
14.59,216.78,9.845378425,93.70170375,12.27333333,1025.72,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-80.55752161096596,0.0
14.5,215.68,9.845378425,93.70170375,12.27333333,1025.72,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-79.88558918843898,0.0
14.27,220.27,9.845378425,93.70170375,12.27333333,1025.72,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-84.70274474477795,0.0
14.28,221.48,9.845378425,93.70170375,12.27333333,1025.72,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-85.80482954630168,0.0
14.43,219.4,9.845378425,93.70170375,12.27333333,1025.72,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-83.38664038456504,0.0
14.51,216.16,9.845378425,93.70170375,12.27333333,1025.72,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-80.26913361230133,0.0
14.6,215.3,9.845378425,93.70170375,12.27333333,1025.72,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-79.25084703139458,0.0
14.64,212.14,9.845378425,93.70170375,12.27333333,1025.72,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-76.4840081172704,0.0
14.7,211.0,9.845378425,93.70170375,12.27333333,1025.72,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-75.37886906529714,0.0
14.67,214.18,9.845378425,93.70170375,12.27333333,1025.72,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-78.09254559587747,0.0
14.6,215.33,9.845378425,93.70170375,12.27333333,1025.72,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-79.27642614484806,0.0
14.5,225.06,10.7902025,77.67383201,13.13,1024.52,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-112.29833096539201,0.0
14.45,222.6,10.7902025,77.67383201,13.13,1024.52,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-109.12119635963234,0.0
14.5,220.5,10.7902025,77.67383201,13.13,1024.52,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-106.19359308633656,0.0
14.6,221.58,10.7902025,77.67383201,13.13,1024.52,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-107.2030262276449,0.0
14.45,221.59,10.7902025,77.67383201,13.13,1024.52,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-107.78480176957328,0.0
14.4,221.59,10.7902025,77.67383201,13.13,1024.52,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-107.97359692165293,0.0
14.41,227.06,10.7902025,77.67383201,13.13,1024.52,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-115.51478614199988,0.0
14.54,235.69,10.7902025,77.67383201,13.13,1024.52,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-129.0942814812015,0.0
14.37,224.85,10.7902025,77.67383201,13.13,1024.52,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-112.50463952718795,0.0
14.6,227.48,10.7902025,77.67383201,13.13,1024.52,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-115.39107311564322,0.0
14.5,222.67,10.7902025,77.67383201,13.13,1024.52,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-109.02356623667416,0.0
14.5,224.02,10.7902025,77.67383201,13.13,1024.52,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-110.84286907646833,0.0
14.71,236.52,12.01970512,70.01187973,13.64333333,1023.693333,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-150.1473298913413,0.0
14.68,238.6,12.01970512,70.01187973,13.64333333,1023.693333,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-154.5338401169139,0.0
14.59,235.09,12.01970512,70.01187973,13.64333333,1023.693333,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-147.5588448831494,0.0
14.48,211.91,12.01970512,70.01187973,13.64333333,1023.693333,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-110.43463985031681,0.0
14.56,212.06,12.01970512,70.01187973,13.64333333,1023.693333,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-110.37155153923518,0.0
14.6,211.09,12.01970512,70.01187973,13.64333333,1023.693333,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-109.00432417165877,0.0
14.55,210.7,12.01970512,70.01187973,13.64333333,1023.693333,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-108.66186544067392,0.0
14.76,218.56,12.01970512,70.01187973,13.64333333,1023.693333,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-118.67223078961047,0.0
14.8,221.7,12.01970512,70.01187973,13.64333333,1023.693333,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-123.2566904812947,0.0
14.87,225.22,12.01970512,70.01187973,13.64333333,1023.693333,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-128.69372028237552,0.0
14.9,225.81,12.01970512,70.01187973,13.64333333,1023.693333,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-129.58348181262338,0.0
14.91,224.01,12.01970512,70.01187973,13.64333333,1023.693333,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-126.57668845123519,0.0
14.99,226.38,14.7604324,54.55734582,14.46333333,1023.083333,14.45,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-161.87940816937163,0.0
14.9,226.39,14.7604324,54.55734582,14.46333333,1023.083333,14.45,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-162.02979801958534,0.0
14.83,224.76,14.7604324,54.55734582,14.46333333,1023.083333,14.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-158.6870553499079,0.0
14.9,225.12,14.7604324,54.55734582,14.46333333,1023.083333,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-159.32974883029206,0.0
14.87,226.98,14.7604324,54.55734582,14.46333333,1023.083333,14.45,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-163.33580030283713,0.0
14.89,224.78,14.7604324,54.55734582,14.46333333,1023.083333,14.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-158.62980506356544,0.0
14.9,223.82,14.7604324,54.55734582,14.46333333,1023.083333,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-156.6053115616261,0.0
14.93,222.95,14.7604324,54.55734582,14.46333333,1023.083333,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-154.74865349323076,0.0
15.03,222.96,14.7604324,54.55734582,14.46333333,1023.083333,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-154.57608570543246,0.0
15.01,221.8,14.7604324,54.55734582,14.46333333,1023.083333,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.23162792035433,0.0
15.22,225.76,14.7604324,54.55734582,14.46333333,1023.083333,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-160.18814672885023,0.0
14.94,223.86,14.7604324,54.55734582,14.46333333,1023.083333,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-156.61668876000306,0.0
14.72,220.66,17.14898532,48.51531836,15.21,1023.02,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-162.94236613930633,0.0
14.7,218.06,17.14898532,48.51531836,15.21,1023.02,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-157.53915049936847,0.0
14.79,224.96,17.14898532,48.51531836,15.21,1023.02,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-172.15890103954175,0.0
14.76,224.97,17.14898532,48.51531836,15.21,1023.02,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-172.19984855965188,0.0
14.77,224.97,17.14898532,48.51531836,15.21,1023.02,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-172.19352255572926,0.0
14.8,224.15,17.14898532,48.51531836,15.21,1023.02,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-170.37752767377984,0.0
14.7,224.59,17.14898532,48.51531836,15.21,1023.02,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-171.41055171234115,0.0
14.6,221.87,17.14898532,48.51531836,15.21,1023.02,14.415,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-165.65582838055025,0.0
14.79,221.88,17.14898532,48.51531836,15.21,1023.02,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-165.4603325418733,0.0
14.9,219.86,17.14898532,48.51531836,15.21,1023.02,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-160.9880990777874,0.0
14.7,209.97,17.14898532,48.51531836,15.21,1023.02,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-141.7622560498676,0.0
14.49,203.42,17.14898532,48.51531836,15.21,1023.02,14.415,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-131.01924493822008,0.0
14.99,217.98,14.95104399,34.88502008,16.92666667,1021.556667,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,173.05678506754577,0.0
15.06,219.9,14.95104399,34.88502008,16.92666667,1021.556667,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,168.72307501312847,0.0
15.1,217.9,14.95104399,34.88502008,16.92666667,1021.556667,14.425,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,173.17339215765816,0.0
15.24,218.96,14.95104399,34.88502008,16.92666667,1021.556667,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,170.68055556549288,0.0
15.4,218.62,14.95104399,34.88502008,16.92666667,1021.556667,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,171.33615034502049,0.0
15.4,217.44,14.95104399,34.88502008,16.92666667,1021.556667,14.43,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,174.06259199087435,0.0
15.4,217.02,14.95104399,34.88502008,16.92666667,1021.556667,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,175.0362158269471,0.0
15.39,215.74,14.95104399,34.88502008,16.92666667,1021.556667,14.42,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,178.0120315952,0.0
13.41,218.67,23.29561579,5.653824155,13.69,1021.17,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,122.10378542988329,0.0
14.16,219.54,23.29561579,5.653824155,13.69,1021.17,14.435,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,118.73600266292712,0.0
15.45,216.5,23.29561579,5.653824155,13.69,1021.17,14.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,119.18014370779069,0.0
15.47,215.14,23.29561579,5.653824155,13.69,1021.17,14.44,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,121.15027017962365,0.0
15.4,216.01,23.29561579,5.653824155,13.69,1021.17,14.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,120.06393024884798,0.0
15.37,217.52,23.29561579,5.653824155,13.69,1021.17,14.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,117.94202325468817,0.0
15.31,219.78,23.29561579,5.653824155,13.69,1021.17,14.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,114.92953142706156,0.0
15.2,222.05,23.29561579,5.653824155,13.69,1021.17,14.455,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,112.1853142783862,0.0
15.2,220.9,23.29561579,5.653824155,13.69,1021.17,14.46,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,113.73262428656584,0.0
15.13,217.56,23.29561579,5.653824155,13.69,1021.17,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,118.63178930281023,0.0
14.98,212.65,23.29561579,5.653824155,13.69,1021.17,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,126.52696461987529,0.0
15.11,216.96,23.50983215,6.189523864,13.17,1019.23,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,120.35331769411592,0.0
15.2,216.35,23.50983215,6.189523864,13.17,1019.23,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,120.98089686873115,0.0
15.2,220.56,23.50983215,6.189523864,13.17,1019.23,14.485,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,114.9325551768551,0.0
15.07,225.12,23.50983215,6.189523864,13.17,1019.23,14.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,109.27615049945459,0.0
15.0,226.7,23.50983215,6.189523864,13.17,1019.23,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,107.49339165020233,0.0
14.99,227.34,23.50983215,6.189523864,13.17,1019.23,14.495,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,106.73016327326901,0.0
14.92,226.22,23.50983215,6.189523864,13.17,1019.23,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,108.33158601021346,0.0
14.93,227.35,23.50983215,6.189523864,13.17,1019.23,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,106.89511665856767,0.0
15.03,226.24,23.50983215,6.189523864,13.17,1019.23,14.505,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,107.9788676566907,0.0
15.1,227.77,23.50983215,6.189523864,13.17,1019.23,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,105.87710102498075,0.0
15.1,233.63,23.50983215,6.189523864,13.17,1019.23,14.495,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,99.03296826473095,0.0
15.1,216.24,23.50983215,6.189523864,13.17,1019.23,14.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,121.4548537112505,0.0
14.88,223.21,19.23674816,33.79604779,13.10333333,1018.386667,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,159.41128711910716,0.0
14.64,232.72,19.23674816,33.79604779,13.10333333,1018.386667,14.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,141.22521789942235,0.0
14.56,220.22,19.23674816,33.79604779,13.10333333,1018.386667,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,166.16935209690274,0.0
14.23,226.6,19.23674816,33.79604779,13.10333333,1018.386667,14.445,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,153.68433950552455,0.0
14.61,220.81,19.23674816,33.79604779,13.10333333,1018.386667,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,164.86302980991962,0.0
14.9,221.04,19.23674816,33.79604779,13.10333333,1018.386667,14.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,164.01460645023778,0.0
15.03,223.37,19.23674816,33.79604779,13.10333333,1018.386667,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,158.82723511746016,0.0
15.32,223.22,19.23674816,33.79604779,13.10333333,1018.386667,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,158.65971855369503,0.0
15.2,223.23,19.23674816,33.79604779,13.10333333,1018.386667,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,158.8422309601969,0.0
14.79,223.4,19.23674816,33.79604779,13.10333333,1018.386667,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,159.1568633948444,0.0
14.87,223.4,19.23674816,33.79604779,13.10333333,1018.386667,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,159.02727483914717,0.0
15.04,220.7,19.23674816,33.79604779,13.10333333,1018.386667,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,164.57675111639742,0.0
14.96,220.22,15.69531978,46.61756558,13.83333333,1018.353333,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-165.77968933890577,0.0
14.54,221.05,15.69531978,46.61756558,13.83333333,1018.353333,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-168.0082428284679,0.0
14.4,222.26,15.69531978,46.61756558,13.83333333,1018.353333,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-170.6958680813174,0.0
14.31,229.86,15.69531978,46.61756558,13.83333333,1018.353333,14.45,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,173.11465656889786,0.0
14.23,233.31,15.69531978,46.61756558,13.83333333,1018.353333,14.45,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,165.9634856966886,0.0
14.3,235.69,15.69531978,46.61756558,13.83333333,1018.353333,14.46,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,160.99674452074197,0.0
14.37,236.99,15.69531978,46.61756558,13.83333333,1018.353333,14.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,158.25643588035337,0.0
14.38,233.28,15.69531978,46.61756558,13.83333333,1018.353333,14.46,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,165.863599183014,0.0
14.29,225.96,15.69531978,46.61756558,13.83333333,1018.353333,14.46,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-178.60323781310944,0.0
14.3,223.38,15.69531978,46.61756558,13.83333333,1018.353333,14.46,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-173.13033540432966,0.0
14.3,224.7,15.69531978,46.61756558,13.83333333,1018.353333,14.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-175.9260678615694,0.0
14.43,228.7,15.69531978,46.61756558,13.83333333,1018.353333,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,175.53070911432764,0.0
14.45,230.53,10.89724232,53.30384928,14.91,1019.43,14.47,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-172.8548342601558,0.0
14.19,212.36,10.89724232,53.30384928,14.91,1019.43,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-132.90441602418062,0.0
14.35,228.71,10.89724232,53.30384928,14.91,1019.43,14.46,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-168.3415423974028,0.0
14.5,239.85,10.89724232,53.30384928,14.91,1019.43,14.465,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,163.23940756919757,0.0
14.34,228.73,10.89724232,53.30384928,14.91,1019.43,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-168.40749852460468,0.0
14.41,220.96,10.89724232,53.30384928,14.91,1019.43,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-149.70292518554615,0.0
14.53,222.36,10.89724232,53.30384928,14.91,1019.43,14.485,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.568845800866,0.0
14.71,222.37,10.89724232,53.30384928,14.91,1019.43,14.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.09824380223228,0.0
14.64,222.37,10.89724232,53.30384928,14.91,1019.43,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.2878440085966,0.0
14.44,222.38,10.89724232,53.30384928,14.91,1019.43,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-152.85230889164035,0.0
14.42,223.6,10.89724232,53.30384928,14.91,1019.43,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-155.75260853640657,0.0
14.3,221.32,10.89724232,53.30384928,14.91,1019.43,14.475,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-150.8201345748517,0.0
14.33,222.4,9.074570656,48.2156138,15.13333333,1019.496667,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-159.08930939030586,0.0
14.4,221.19,9.074570656,48.2156138,15.13333333,1019.496667,14.495,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-154.75707289271193,0.0
14.56,224.8,9.074570656,48.2156138,15.13333333,1019.496667,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-166.95106207333993,0.0
14.66,226.67,9.074570656,48.2156138,15.13333333,1019.496667,14.51,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-173.9260946404539,0.0
14.8,229.6,9.074570656,48.2156138,15.13333333,1019.496667,14.52,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,174.40295651119197,0.0
14.7,226.25,9.074570656,48.2156138,15.13333333,1019.496667,14.505,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-172.22387480922208,0.0
14.38,216.45,9.074570656,48.2156138,15.13333333,1019.496667,14.48,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-140.43532003551962,0.0
14.4,215.04,9.074570656,48.2156138,15.13333333,1019.496667,14.49,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-136.5433165850886,0.0
14.48,214.12,9.074570656,48.2156138,15.13333333,1019.496667,14.495,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-133.7021697728159,0.0
14.52,217.75,9.074570656,48.2156138,15.13333333,1019.496667,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,-143.3608769006019,0.0
14.65,228.84,9.074570656,48.2156138,15.13333333,1019.496667,14.495,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,177.54475082687676,0.0
14.58,228.85,9.074570656,48.2156138,15.13333333,1019.496667,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,177.5403876985436,0.0
14.6,228.86,10.6122029,34.99517271,14.75,1019.023333,14.505,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,144.4547764354599,0.0
14.53,225.61,10.6122029,34.99517271,14.75,1019.023333,14.5,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,152.2703642981336,0.0
14.51,224.61,10.6122029,34.99517271,14.75,1019.023333,14.52,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,154.7739681508036,0.0
14.61,227.28,10.6122029,34.99517271,14.75,1019.023333,14.505,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,148.0519993989244,0.0
14.66,229.68,10.6122029,34.99517271,14.75,1019.023333,14.53,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,142.42419006184824,0.0
14.53,228.36,10.6122029,34.99517271,14.75,1019.023333,14.52,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,145.83853324250498,0.0
14.6,227.73,10.6122029,34.99517271,14.75,1019.023333,14.535,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,147.05691611027896,0.0
14.64,227.74,10.6122029,34.99517271,14.75,1019.023333,14.535,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,146.89945416375534,0.0
14.77,227.74,10.6122029,34.99517271,14.75,1019.023333,14.54,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,146.45961564301967,0.0
14.9,228.68,10.6122029,34.99517271,14.75,1019.023333,14.545,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,143.8156734609602,0.0
15.01,227.13,10.6122029,34.99517271,14.75,1019.023333,14.55,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,147.083556265707,0.0
15.13,227.76,10.6122029,34.99517271,14.75,1019.023333,14.565,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,145.14703484800265,0.0
15.21,232.79,13.73849137,38.45090843,15.56,1017.81,14.58,A,13.0,7.55,42.8,18.7,42.15,1403.003248,CC,LB,1004,148.58625954931605,0.0
