sog,vessel_id,ship_heading,wind_speed,wind_direction,mean_draft,teu_str,td,tb,ship_breadth,reference_anemometer_height,anemometer_ht_design_draft,design_transverse_projected_area,type_stawind_vessel,super_structure_stawind_vessel
11.4,1004,299.37,6,359.28,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.4,1004,300.27,6,359.28,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.3,1004,300.59,6,359.28,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.24,1004,300.27,6,359.28,14.675,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.17,1004,300.27,6,359.28,14.7,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.99,1004,301.77,10.26,17.55,14.705,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.78,1004,301.44,10.26,17.55,14.7,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.5,1004,302.92,10.26,17.55,14.685,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.01,1004,293.97,10.26,17.55,14.695,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10,1004,291.38,10.26,17.55,14.695,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.96,1004,291.26,10.26,17.55,14.7,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.73,1004,296.58,10.26,17.55,14.67,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.6,1004,299.07,10.26,17.55,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.5,1004,299.76,10.26,17.55,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.4,1004,299.07,10.26,17.55,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.26,1004,299.37,10.26,17.55,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.2,1004,295.48,10.26,17.55,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.1,1004,295.48,11.88,32.67,14.665,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.85,1004,296.58,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.64,1004,295.03,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.54,1004,297.91,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.5,1004,299.07,11.88,32.67,14.635,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.49,1004,298.31,11.88,32.67,14.635,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.4,1004,299.37,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.49,1004,303.71,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.41,1004,303.71,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.3,1004,312.53,11.88,32.67,14.635,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.36,1004,311.2,11.88,32.67,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.35,1004,311.2,11.88,32.67,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.58,1004,309.49,12.18,49.71,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.67,1004,311.44,12.18,49.71,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.6,1004,310.62,12.18,49.71,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.71,1004,311.44,12.18,49.71,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
8.98,1004,310.93,12.18,49.71,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.01,1004,319.11,12.18,49.71,14.635,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.06,1004,316.99,12.18,49.71,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.16,1004,315.02,12.18,49.71,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.31,1004,317.31,12.18,49.71,14.65,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.53,1004,311.65,12.18,49.71,14.65,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.87,1004,310.12,12.18,49.71,14.65,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.09,1004,308.68,12.18,49.71,14.7,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.28,1004,307.9,6.26,55.35,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.36,1004,307.33,6.26,55.35,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.49,1004,306.41,6.26,55.35,14.65,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.72,1004,307.33,6.26,55.35,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.82,1004,308.31,6.26,55.35,14.65,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.96,1004,308.31,6.26,55.35,14.68,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.1,1004,307.72,6.26,55.35,14.695,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.22,1004,307.72,6.26,55.35,14.685,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.26,1004,306.89,6.26,55.35,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.21,1004,309.83,6.26,55.35,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.3,1004,307.72,6.26,55.35,14.655,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.31,1004,306.49,6.26,55.35,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.3,1004,306.49,1.86,36.18,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.3,1004,309.32,1.86,36.18,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.28,1004,311.66,1.86,36.18,14.67,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.21,1004,313.39,1.86,36.18,14.65,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.31,1004,310.13,1.86,36.18,14.64,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.36,1004,310.63,1.86,36.18,14.645,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.26,1004,310.63,1.86,36.18,14.63,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.89,1004,309.02,1.86,36.18,14.62,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.11,1004,304.41,1.86,36.18,14.61,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.88,1004,301.79,1.86,36.18,14.61,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.75,1004,299.08,1.86,36.18,14.62,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
9.59,1004,297.92,1.86,36.18,14.62,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.3,1004,281.7,1.2476073208685026,281.1698738093897,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.04,1004,285.09,1.2476073208685026,281.1698738093897,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.41,1004,310.07,1.2476073208685026,281.1698738093897,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.4,1004,313.82,1.2476073208685026,281.1698738093897,15.095,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.48,1004,313.7,1.2476073208685026,281.1698738093897,15.114999999999998,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.97,1004,313.71,1.2476073208685026,281.1698738093897,15.145,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.18,1004,313.77,1.2476073208685026,281.1698738093897,15.16,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.5,1004,313.06,1.2476073208685026,281.1698738093897,15.145,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.69,1004,312.84,1.2476073208685026,281.1698738093897,15.13,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.64,1004,307.73,1.2476073208685026,281.1698738093897,15.065,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.09,1004,309.03,4.2213258431280405,332.3139592206545,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.38,1004,312.55,4.2213258431280405,332.3139592206545,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.53,1004,308.46,4.2213258431280405,332.3139592206545,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.84,1004,305.26,4.2213258431280405,332.3139592206545,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.82,1004,311.39,4.2213258431280405,332.3139592206545,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.54,1004,310.65,4.2213258431280405,332.3139592206545,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.55,1004,314.08,4.2213258431280405,332.3139592206545,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.53,1004,306.07,4.2213258431280405,332.3139592206545,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.49,1004,306.07,4.2213258431280405,332.3139592206545,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.73,1004,308.28,4.2213258431280405,332.3139592206545,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.69,1004,309.66,4.2213258431280405,332.3139592206545,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15,1004,310.15,4.2213258431280405,332.3139592206545,15.05,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.39,1004,305.96,5.087447766397113,323.5664858479786,15.05,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.3,1004,308.21,5.087447766397113,323.5664858479786,15.065,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.3,1004,309.45,5.087447766397113,323.5664858479786,15.07,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.14,1004,308.71,5.087447766397113,323.5664858479786,15.07,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.09,1004,308.71,5.087447766397113,323.5664858479786,15.055,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.11,1004,309.23,5.087447766397113,323.5664858479786,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.96,1004,309.86,5.087447766397113,323.5664858479786,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.88,1004,309.86,5.087447766397113,323.5664858479786,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.8,1004,307.93,5.087447766397113,323.5664858479786,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.65,1004,308.98,5.087447766397113,323.5664858479786,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.44,1004,308.43,5.087447766397113,323.5664858479786,15.05,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.49,1004,308.72,5.087447766397113,323.5664858479786,15.055,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.39,1004,310.42,5.943789233327206,327.0305960965379,15.05,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.2,1004,308.72,5.943789233327206,327.0305960965379,15.06,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
13.05,1004,312.34,5.943789233327206,327.0305960965379,15.055,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
12.9,1004,315.06,5.943789233327206,327.0305960965379,15.055,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.55,1004,318.43,5.943789233327206,327.0305960965379,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.93,1004,318.72,5.943789233327206,327.0305960965379,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.82,1004,316.15,5.943789233327206,327.0305960965379,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.7,1004,310.67,5.943789233327206,327.0305960965379,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.49,1004,311.7,5.943789233327206,327.0305960965379,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.39,1004,318.88,5.943789233327206,327.0305960965379,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.26,1004,319.64,5.943789233327206,327.0305960965379,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.18,1004,312.47,5.943789233327206,327.0305960965379,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.13,1004,298.24,4.604313995281794,346.3744298766371,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.2,1004,292.3,4.604313995281794,346.3744298766371,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.27,1004,290.18,4.604313995281794,346.3744298766371,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.26,1004,297.41,4.604313995281794,346.3744298766371,15.035,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.3,1004,296.63,4.604313995281794,346.3744298766371,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.35,1004,301.57,4.604313995281794,346.3744298766371,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.46,1004,302.9,4.604313995281794,346.3744298766371,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.42,1004,306.54,4.604313995281794,346.3744298766371,15.035,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.26,1004,300.32,4.604313995281794,346.3744298766371,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.68,1004,293.49,4.604313995281794,346.3744298766371,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.93,1004,294.36,4.604313995281794,346.3744298766371,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.99,1004,298.95,4.604313995281794,346.3744298766371,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
14.9,1004,301.03,4.877612786002885,342.46526369043755,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.01,1004,301.9,4.877612786002885,342.46526369043755,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.1,1004,300.45,4.877612786002885,342.46526369043755,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.19,1004,305.62,4.877612786002885,342.46526369043755,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.28,1004,311.58,4.877612786002885,342.46526369043755,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.4,1004,317.47,4.877612786002885,342.46526369043755,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.4,1004,319.85,4.877612786002885,342.46526369043755,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.51,1004,318.21,4.877612786002885,342.46526369043755,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.57,1004,319.32,4.877612786002885,342.46526369043755,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.66,1004,320.28,4.877612786002885,342.46526369043755,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.69,1004,315.09,4.877612786002885,342.46526369043755,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.7,1004,313.05,4.877612786002885,342.46526369043755,15.025,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.74,1004,313.97,4.351289751972741,13.23954284678726,15.03,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.8,1004,313.05,4.351289751972741,13.23954284678726,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.78,1004,313.76,4.351289751972741,13.23954284678726,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.64,1004,313.93,4.351289751972741,13.23954284678726,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.68,1004,311.11,4.351289751972741,13.23954284678726,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.55,1004,308.46,4.351289751972741,13.23954284678726,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.5,1004,308.76,4.351289751972741,13.23954284678726,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.56,1004,309.91,4.351289751972741,13.23954284678726,15.015,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.61,1004,308.76,4.351289751972741,13.23954284678726,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.58,1004,308.76,4.351289751972741,13.23954284678726,15.02,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.44,1004,308.76,4.351289751972741,13.23954284678726,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.46,1004,307.85,4.351289751972741,13.23954284678726,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.5,1004,307.85,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.5,1004,309.91,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.5,1004,309.28,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.32,1004,309.72,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.35,1004,310.35,2.7322910759046346,37.10631884327398,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.4,1004,310.88,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.4,1004,309.92,2.7322910759046346,37.10631884327398,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.42,1004,309.92,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.45,1004,313.95,2.7322910759046346,37.10631884327398,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.3,1004,315.12,2.7322910759046346,37.10631884327398,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.07,1004,293.9,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.26,1004,304.62,2.7322910759046346,37.10631884327398,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.3,1004,312.4,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.3,1004,313.58,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.27,1004,313,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.24,1004,307.6,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.4,1004,305.66,3.975181415166648,32.45185279030338,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.42,1004,307.6,3.975181415166648,32.45185279030338,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.27,1004,307.6,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.34,1004,308,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.41,1004,309.94,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.4,1004,309.94,3.975181415166648,32.45185279030338,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.22,1004,310.95,3.975181415166648,32.45185279030338,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.32,1004,308.79,3.975181415166648,32.45185279030338,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.31,1004,307,5.826200650058988,43.51295141350624,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.27,1004,281.36,5.826200650058988,43.51295141350624,15.01,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.44,1004,282.26,5.826200650058988,43.51295141350624,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.45,1004,283.74,5.826200650058988,43.51295141350624,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.55,1004,281.69,5.826200650058988,43.51295141350624,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.64,1004,283.39,5.826200650058988,43.51295141350624,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.5,1004,281.75,5.826200650058988,43.51295141350624,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.39,1004,288.05,5.826200650058988,43.51295141350624,14.995,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.18,1004,289.95,5.826200650058988,43.51295141350624,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.2,1004,289.95,5.826200650058988,43.51295141350624,14.995,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.2,1004,291.9,5.826200650058988,43.51295141350624,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.49,1004,289.45,5.826200650058988,43.51295141350624,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.76,1004,283.31,7.673601322909277,81.77137379738318,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.8,1004,281.69,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.85,1004,283.06,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.89,1004,283.31,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.06,1004,284.49,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.18,1004,282.94,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.23,1004,283.06,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.4,1004,284.11,7.673601322909277,81.77137379738318,14.995,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.39,1004,282.79,7.673601322909277,81.77137379738318,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.36,1004,281.37,7.673601322909277,81.77137379738318,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.02,1004,280.23,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
15.98,1004,281.65,7.673601322909277,81.77137379738318,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.16,1004,282.75,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.21,1004,284.11,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.23,1004,282.59,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.07,1004,279.98,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.16,1004,278.58,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.24,1004,279.98,10.28485068301534,86.03705664830544,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.3,1004,278.93,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.26,1004,286.79,10.28485068301534,86.03705664830544,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.12,1004,286.03,10.28485068301534,86.03705664830544,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.29,1004,285.15,10.28485068301534,86.03705664830544,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.3,1004,285.83,10.28485068301534,86.03705664830544,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.34,1004,284.5,10.28485068301534,86.03705664830544,15,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
16.15,1004,286.48,10.627880545960435,86.57118151980396,15.005,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.75,1004,281.95,10.627880545960435,86.57118151980396,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11,1004,281.83,10.627880545960435,86.57118151980396,15.09,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.11,1004,280.18,10.627880545960435,86.57118151980396,15.085,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.2,1004,285.61,10.627880545960435,86.57118151980396,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.05,1004,285.15,10.627880545960435,86.57118151980396,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11,1004,284.61,10.627880545960435,86.57118151980396,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11,1004,285.61,10.627880545960435,86.57118151980396,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.04,1004,284.61,10.627880545960435,86.57118151980396,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.1,1004,284.7,10.627880545960435,86.57118151980396,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.27,1004,284.11,10.627880545960435,86.57118151980396,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.4,1004,285.01,11.39683600250086,68.4980146278303,15.08,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.28,1004,282.6,11.39683600250086,68.4980146278303,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.47,1004,289.9,11.39683600250086,68.4980146278303,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.32,1004,289.39,11.39683600250086,68.4980146278303,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.29,1004,286.59,11.39683600250086,68.4980146278303,15.07,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.34,1004,280.36,11.39683600250086,68.4980146278303,15.075,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.39,1004,283.57,11.39683600250086,68.4980146278303,15.07,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.54,1004,283.65,11.39683600250086,68.4980146278303,15.065,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
11.44,1004,282.16,11.39683600250086,68.4980146278303,15.07,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.99,1004,281.84,11.39683600250086,68.4980146278303,15.07,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
10.91,1004,282.33,11.39683600250086,68.4980146278303,15.065,A,13,7.55,42.8,18.7,42.15,1403.003248,CC,LB
