Unnamed: 0,IMO,VesselId,VesselObjectId,StartDateUTC,EndDateUTC,LogDurationMinutes,PortCallId,NoonLogId,ME1RunningHoursMinute,ME2RunningHoursMinute,SpeedOG,SpeedTW,CorrectedSpeed,IdealSpeed,SpeedDrop,ApparentSlip,ME1EffectivePower,ME2EffectivePower,ME1IdealLightRunPower,ME2IdealLightRunPower,MEShaftPowerActual,MEDeliveredPowerActual,AddedPowerWeather,CorrectedPowerDelivered,PwrDlvOnSpeed,PwrDlvOnRPM,IdlPwrDlvOnSpeed,PwrDlvrDevOnSpeed,IdlPwrDlvOnRPM,PwrDlvrDevOnRPM,ME1ActualRPM,ME2ActualRPM,CorrectedRPM,ISOCorrectedRPM,IdealRPM,RPMDeviation,ISOCorrectedFOC,ISOIdealFOC,MEFOCDeviation,MEFOCIdealPD,MEFOCDeviationOnPD,MEFOCIdealPDCor,MEFOCDeviationOnPDCor,MEActualSFOC,ISOCorrectedSFOC,ISOIdealSFOC,ISOSFOCDeviation,ME1MCR,ME2MCR,AutoLogValidityIndex,IsSpeedDropValid,IsApparentSlipValid,IsDeltaFOCMEValid,IsDeltaPDOnSpeedValid,IsDeltaPDOnRPMValid,IsDeltaNpropValid,IsDeltaSFOCMEValid,AddedFOCEngine,AddedFOCSpeedDrop,AddedFOCRPM,AddedFOCRateEngine,AddedFOCRateSpeedDrop,AddedFOCRateRPM,AddedEnergy,AddedFOCHPRolling,AddedFOCMERolling,BFScale,NormPowerDesign,IdealPowerDesign,CreatedOn,WindSpeedUsed,MeanDraft,WindSpeed,WindDirection,Heading,AirTemperature,AirPressure
10,9967469,1032,1032,10-12-2024 07:40,10-12-2024 07:50,10,,,10.00,,13.86,13.77,13.77,14.33,3.90,12.00,10339.60,,,,10236.20,10133.84,5029.20,5104.64,5104.64,5104.64,4461.21,14.40,3816.94,33.70,51.00,,43.00,43.00,45.00,-4.50,0.17,0.13,26.30,0.28,6.20,0.15,103.30,175.55,166.10,157.98,5.10,39.70,,37.5,1,1,0,0,0,0,1,0.014,0.0205,0,2.0149,2.9519,0,107.2374,2.9519,2.0149,8,20931.6,18293.2,25-05-2025 15:26,20.51,9.60,20.51,53.00,29.01,25.50,1009.25
11,9967469,1032,1032,10-12-2024 07:50,10-12-2024 08:00,10,,,8.00,,14.07,14.00,14.00,14.28,2.00,10.90,10362.67,,,,10259.04,10156.45,5109.54,5046.91,5046.91,5046.91,4708.91,7.20,3798.17,32.90,52.00,,43.00,43.00,46.00,-6.30,0.13,0.11,18.50,0.23,5.80,0.12,105.10,174.95,165.53,157.96,4.80,39.80,,37.5,1,1,0,0,0,0,1,0.0105,0.0099,0,1.8815,1.7846,0,45.0671,1.7846,1.8815,8,19606.3,18293.2,25-05-2025 15:26,20.51,9.60,20.51,53.00,31.02,25.50,1009.25
12,9967469,1032,1032,10-12-2024 08:00,10-12-2024 08:10,10,,,8.00,,13.82,13.83,13.83,14.64,5.60,12.30,10475.77,,,,10371.01,10267.30,4787.03,5480.27,5480.27,5480.27,4521.04,21.20,4059.54,35.00,51.00,,44.00,44.00,45.00,-3.20,0.14,0.11,32.30,0.23,6.10,0.13,92.60,175.29,165.85,157.89,5.00,40.30,,37.5,1,1,0,0,0,0,1,0.0111,0.0231,0,2.0012,4.1664,0,127.8973,4.1664,2.0012,9,22174.5,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,33.36,25.41,1010.11
13,9967469,1032,1032,10-12-2024 08:10,10-12-2024 08:20,10,,,8.00,,13.95,13.97,13.97,14.54,4.00,11.50,10398.99,,,,10295.00,10192.05,4831.49,5360.56,5360.56,5360.56,4673.76,14.70,4006.82,33.80,51.00,,44.00,44.00,46.00,-4.60,0.14,0.11,25.70,0.23,5.90,0.12,95.00,175.12,165.70,157.94,4.90,40.00,,37.5,1,1,0,0,0,0,1,0.0108,0.0173,0,1.9352,3.1208,0,91.5739,3.1208,1.9352,9,20981.4,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,34.90,25.41,1010.11
14,9967469,1032,1032,10-12-2024 08:20,10-12-2024 08:30,10,,,10.00,,14.09,14.10,14.10,14.42,2.20,10.40,10325.33,,,,10222.08,10119.86,4907.98,5211.88,5211.88,5211.88,4821.24,8.10,3886.92,34.10,51.00,,43.00,43.00,46.00,-6.30,0.17,0.14,19.60,0.28,6.10,0.15,99.00,175.41,165.97,157.99,5.10,39.70,,37.5,1,1,0,0,0,0,1,0.0137,0.0138,0,1.9774,1.9911,0,65.1061,1.9911,1.9774,9,19775.4,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,33.35,25.41,1010.11
15,9967469,1032,1032,10-12-2024 08:30,10-12-2024 08:40,10,,,8.00,,14.14,14.14,14.14,14.56,2.90,10.40,10526.12,,,,10420.86,10316.65,4936.27,5380.39,5380.39,5380.39,4872.46,10.40,3987.85,34.90,51.00,,43.00,43.00,46.00,-5.90,0.14,0.11,21.80,0.23,6.10,0.12,96.80,175.25,165.81,157.86,5.00,40.50,,37.5,1,1,0,0,0,0,1,0.0112,0.0136,0,2.0093,2.45,0,67.723,2.45,2.0093,9,20200.2,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,32.46,25.41,1010.11
16,9967469,1032,1032,10-12-2024 08:40,10-12-2024 08:50,10,,,7.00,,14.39,14.40,14.40,14.34,-0.40,8.60,10365.46,,,,10261.81,10159.19,5042.81,5116.39,5116.39,5116.39,5169.49,-1.00,3801.31,34.60,51.00,,43.00,43.00,47.00,-8.90,0.12,0.10,11.20,0.20,6.40,0.10,103.70,175.87,166.40,157.96,5.30,39.80,,37.5,1,1,0,0,0,0,1,0.0102,0.0015,0,2.0995,0.3073,0,,0.3073,2.0995,9,18105.3,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,33.44,25.41,1010.11
17,9967469,1032,1032,10-12-2024 08:50,10-12-2024 09:00,10,,,6.00,,14.29,14.30,14.30,14.51,1.40,9.40,10522.43,,,,10417.21,10313.04,4995.14,5317.90,5317.90,5317.90,5053.81,5.20,3920.83,35.60,51.00,,43.00,43.00,47.00,-7.40,0.10,0.09,17.40,0.17,6.40,0.09,99.50,175.81,166.35,157.86,5.40,40.40,,37.5,1,1,0,0,0,0,1,0.0089,0.0064,0,2.144,1.5256,0,26.4089,1.5256,2.144,9,19249.1,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,33.73,25.41,1010.11
18,9967469,1032,1032,10-12-2024 09:00,10-12-2024 09:10,10,,,7.00,,14.51,14.53,14.53,14.37,-1.10,7.90,10446.72,,,,10342.25,10238.83,5082.43,5156.40,5156.40,5156.40,5323.09,-3.10,3810.03,35.30,51.00,,43.00,43.00,48.00,-9.60,0.12,0.11,7.40,0.20,5.50,0.10,102.10,174.37,164.98,157.91,4.50,40.20,,37.5,1,1,0,0,0,0,1,0.0086,,0,1.7736,,0,,,1.7736,9,17720.4,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,34.97,25.41,1010.11
19,9967469,1032,1032,10-12-2024 09:10,10-12-2024 09:20,10,,,10.00,,14.49,14.50,14.50,14.41,-0.60,7.80,10491.58,,,,10386.66,10282.79,5085.92,5196.88,5196.88,5196.88,5290.62,-1.80,3793.22,37.00,51.00,,43.00,43.00,47.00,-9.60,0.17,0.15,9.80,0.29,6.10,0.15,102.60,175.30,165.86,157.88,5.10,40.30,,37.5,1,1,0,0,0,0,1,0.014,0.0011,0,2.0095,0.1513,0,,0.1513,2.0095,9,17969.1,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,33.72,25.41,1010.11
20,9967469,1032,1032,10-12-2024 09:20,10-12-2024 09:30,10,,,9.00,,14.64,14.66,14.66,14.42,-1.60,7.30,10565.17,,,,10459.52,10354.92,5141.60,5213.33,5213.33,5213.33,5481.34,-4.90,3834.66,36.00,51.00,,43.00,43.00,48.00,-10.30,0.15,0.14,6.40,0.26,5.90,0.14,103.10,175.00,165.57,157.84,4.90,40.60,,37.5,1,1,0,0,0,0,1,0.0123,,0,1.9619,,0,,,1.9619,9,17398.8,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,34.96,25.41,1010.11
21,9967469,1032,1032,10-12-2024 09:30,10-12-2024 09:40,10,,,9.00,,14.81,14.82,14.82,14.19,-4.50,5.90,10374.60,,,,10270.85,10168.14,5228.78,4939.36,4939.36,4939.36,5686.79,-13.10,3639.92,35.70,51.00,,42.00,42.00,49.00,-12.70,0.14,0.15,-2.40,0.26,5.60,0.13,109.00,174.60,165.20,157.96,4.60,39.90,,37.5,1,1,0,0,0,0,1,0.0113,,0,1.8039,,0,,,1.8039,9,15888.9,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,34.08,25.41,1010.11
22,9967469,1032,1032,10-12-2024 09:40,10-12-2024 09:50,10,,,8.00,,14.86,14.88,14.88,14.34,-3.80,5.60,10553.94,,,,10448.40,10343.92,5226.18,5117.74,5117.74,5117.74,5764.66,-11.20,3720.38,37.60,51.00,,43.00,43.00,49.00,-12.50,0.13,0.13,-0.10,0.23,5.90,0.12,106.20,174.92,165.50,157.84,4.90,40.60,,37.5,1,1,0,0,0,0,1,0.0108,,0,1.9393,,0,,,1.9393,9,16240.3,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,36.15,25.41,1010.11
23,9967469,1032,1032,10-12-2024 09:50,10-12-2024 10:00,10,,,8.00,,14.98,14.99,14.99,14.24,-5.30,5.00,10515.87,,,,10410.71,10306.60,5305.34,5001.26,5001.26,5001.26,5904.75,-15.30,3650.03,37.00,51.00,,42.00,42.00,49.00,-13.60,0.13,0.14,-3.70,0.23,6.20,0.12,110.50,175.46,166.02,157.87,5.20,40.40,,37.5,1,1,0,0,0,0,1,0.0114,,0,2.0567,,0,,,2.0567,9,15494.2,18293.2,25-05-2025 15:26,21.56,9.60,21.56,57.13,34.24,25.41,1010.11
24,9967469,1032,1032,10-12-2024 10:00,10-12-2024 10:10,10,,,6.00,,14.99,15.06,15.06,14.22,-5.90,5.00,10508.36,,,,10403.28,10299.25,5327.27,4971.98,4971.98,4971.98,5993.50,-17.00,3636.13,36.70,51.00,,42.00,42.00,49.00,-14.10,0.10,0.10,-4.40,0.17,6.90,0.09,112.80,176.57,167.07,157.87,5.80,40.40,,37.5,1,1,0,0,0,0,1,0.0097,,0,2.3185,,0,,,2.3185,9,15175.4,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,32.83,25.45,1011.49
25,9967469,1032,1032,10-12-2024 10:10,10-12-2024 10:20,10,,,8.00,,14.54,14.61,14.61,14.50,-0.80,7.50,10638.76,,,,10532.37,10427.05,5121.69,5305.35,5305.35,5305.35,5423.91,-2.20,3814.59,39.10,51.00,,43.00,43.00,48.00,-10.10,0.14,0.13,10.40,0.23,6.70,0.12,102.60,176.17,166.69,157.79,5.60,40.90,,37.5,1,1,0,0,0,0,1,0.0126,0.0004,0,2.2709,0.074,0,,0.074,2.2709,9,17893.4,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,32.41,25.45,1011.49
26,9967469,1032,1032,10-12-2024 10:20,10-12-2024 10:30,10,,,7.00,,14.78,14.85,14.85,14.41,-3.00,6.20,10644.51,,,,10538.06,10432.68,5231.96,5200.72,5200.72,5200.72,5722.19,-9.10,3755.14,38.50,51.00,,43.00,43.00,49.00,-12.10,0.12,0.12,1.90,0.20,5.90,0.11,104.90,174.82,165.41,157.79,4.80,40.90,,37.5,1,1,0,0,0,0,1,0.0095,,0,1.9466,,0,,,1.9466,9,16626.2,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,32.41,25.45,1011.49
27,9967469,1032,1032,10-12-2024 10:30,10-12-2024 10:40,10,,,9.00,,14.68,14.75,14.75,14.48,-1.90,7.00,10679.39,,,,10572.60,10466.87,5184.22,5282.65,5282.65,5282.65,5598.11,-5.60,3825.24,38.10,51.00,,43.00,43.00,48.00,-11.00,0.15,0.15,6.40,0.26,6.40,0.14,103.60,175.67,166.21,157.77,5.40,41.00,,37.5,1,1,0,0,0,0,1,0.0135,,0,2.1638,,0,,,2.1638,9,17262.4,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,32.82,25.45,1011.49
28,9967469,1032,1032,10-12-2024 10:40,10-12-2024 10:50,10,,,6.00,,14.59,14.66,14.66,14.45,-1.50,7.50,10599.99,,,,10493.99,10389.05,5136.21,5252.84,5252.84,5252.84,5490.80,-4.30,3827.42,37.20,51.00,,43.00,43.00,48.00,-10.40,0.10,0.09,8.20,0.17,6.60,0.09,103.70,176.14,166.66,157.82,5.60,40.70,,37.5,1,1,0,0,0,0,1,0.0094,,0,2.2503,,0,,,2.2503,9,17500.4,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,33.99,25.45,1011.49
29,9967469,1032,1032,10-12-2024 10:50,10-12-2024 11:00,10,,,10.00,,14.57,14.64,14.64,14.31,-2.30,7.70,10421.69,,,,10317.47,10214.30,5133.82,5080.47,5080.47,5080.47,5462.05,-7.00,3762.78,35.00,51.00,,43.00,43.00,48.00,-10.70,0.16,0.16,4.60,0.29,6.10,0.15,105.50,175.32,165.89,157.93,5.00,40.10,,37.5,1,1,0,0,0,0,1,0.0138,,0,1.9908,,0,,,1.9908,9,17015.3,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,32.81,25.45,1011.49
30,9967469,1032,1032,10-12-2024 11:00,10-12-2024 11:10,10,,,10.00,,14.36,14.43,14.43,14.42,-0.10,8.80,10455.78,,,,10351.22,10247.71,5033.55,5214.16,5214.16,5214.16,5211.34,0.10,3829.45,36.20,51.00,,43.00,43.00,47.00,-8.90,0.17,0.15,11.60,0.29,6.10,0.15,101.30,175.32,165.88,157.91,5.10,40.20,,37.5,1,1,0,0,0,0,1,0.0139,0.0036,0,2.0018,0.519,0,0.4693,0.519,2.0018,9,18303.1,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,33.67,25.45,1011.49
31,9967469,1032,1032,10-12-2024 11:10,10-12-2024 11:20,10,,,7.00,,14.25,14.33,14.33,14.43,0.70,9.30,10409.12,,,,10305.03,10201.98,4975.52,5226.46,5226.46,5226.46,5085.28,2.80,3840.80,36.10,51.00,,43.00,43.00,47.00,-8.20,0.12,0.10,14.40,0.20,6.10,0.11,100.10,175.40,165.96,157.93,5.10,40.00,,37.5,1,1,0,0,0,0,1,0.0097,0.0051,0,2.0051,1.0459,0,16.4709,1.0459,2.0051,9,18801.1,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,34.81,25.45,1011.49
32,9967469,1032,1032,10-12-2024 11:20,10-12-2024 11:30,10,,,8.00,,14.11,14.18,14.18,14.57,2.70,10.70,10532.83,,,,10427.50,10323.23,4922.17,5401.06,5401.06,5401.06,4918.09,9.80,4002.97,34.90,52.00,,44.00,44.00,46.00,-6.10,0.14,0.11,21.10,0.23,6.00,0.12,96.20,175.19,165.76,157.86,5.00,40.50,,37.5,1,1,0,0,0,0,1,0.0111,0.0131,0,1.9977,2.3543,0,64.3951,2.3543,1.9977,9,20089.6,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,33.37,25.45,1011.49
33,9967469,1032,1032,10-12-2024 11:30,10-12-2024 11:40,10,,,8.00,,14.18,14.25,14.25,14.30,0.30,9.90,10226.90,,,,10124.63,10023.38,4952.19,5071.19,5071.19,5071.19,4999.79,1.40,3799.03,33.50,51.00,,43.00,43.00,47.00,-8.00,0.13,0.12,13.60,0.22,6.40,0.12,102.70,175.97,166.50,158.05,5.30,39.30,,37.5,1,1,0,0,0,0,1,0.0115,0.0043,0,2.072,0.7765,0,9.5203,0.7765,2.072,9,18554.5,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,33.65,25.45,1011.49
34,9967469,1032,1032,10-12-2024 11:40,10-12-2024 11:50,10,,,7.00,,13.98,14.05,14.05,14.57,3.60,11.50,10465.67,,,,10361.01,10257.40,4864.30,5393.10,5393.10,5393.10,4769.89,13.10,4027.40,33.90,52.00,,44.00,44.00,46.00,-5.00,0.12,0.10,24.10,0.20,5.90,0.11,95.10,175.05,165.62,157.90,4.90,40.20,,37.5,1,1,0,0,0,0,1,0.0094,0.014,0,1.9403,2.8829,0,72.7079,2.8829,1.9403,9,20683.3,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,33.25,25.45,1011.49
35,9967469,1032,1032,10-12-2024 11:50,10-12-2024 12:00,10,,,8.00,,14.01,14.08,14.08,14.56,3.30,11.20,10467.20,,,,10362.53,10258.90,4877.77,5381.13,5381.13,5381.13,4803.75,12.00,3998.42,34.60,51.00,,44.00,44.00,46.00,-5.40,0.14,0.11,23.90,0.23,6.30,0.12,96.20,175.70,166.24,157.90,5.30,40.20,,37.5,1,1,0,0,0,0,1,0.0116,0.0151,0,2.0953,2.7171,0,76.9844,2.7171,2.0953,9,20492,18293.2,25-05-2025 15:26,21.43,9.60,21.43,58.38,33.25,25.45,1011.49
36,9967469,1032,1032,10-12-2024 12:00,10-12-2024 12:10,10,,,9.00,,14.16,14.32,14.32,14.43,0.70,10.20,10457.25,,,,10352.68,10249.15,5025.13,5224.03,5224.03,5224.03,5081.13,2.80,3839.10,36.10,51.00,,43.00,43.00,47.00,-8.10,0.15,0.13,14.50,0.26,6.10,0.14,101.10,175.43,165.98,157.90,5.10,40.20,,37.5,1,1,0,0,0,0,1,0.0127,0.0066,0,2.0269,1.0554,0,21.4352,1.0554,2.0269,9,18807.7,18293.2,25-05-2025 15:26,22.19,9.60,22.19,59.29,32.36,25.17,1012.16
37,9967469,1032,1032,10-12-2024 12:10,10-12-2024 12:20,10,,,7.00,,14.36,14.52,14.52,14.32,-1.40,9.00,10416.86,,,,10312.69,10209.56,5116.93,5092.63,5092.63,5092.63,5318.75,-4.30,3753.00,35.70,51.00,,43.00,43.00,47.00,-10.00,0.12,0.11,7.00,0.20,5.90,0.10,104.50,174.97,165.55,157.93,4.80,40.00,,37.5,1,1,0,0,0,0,1,0.0093,,0,1.9051,,0,,,1.9051,9,17515.5,18293.2,25-05-2025 15:26,22.19,9.60,22.19,59.29,32.35,25.17,1012.16
38,9967469,1032,1032,10-12-2024 12:20,10-12-2024 12:30,10,,,8.00,,14.23,14.40,14.40,14.44,0.30,9.70,10502.39,,,,10397.37,10293.40,5054.66,5238.73,5238.73,5238.73,5169.24,1.30,3826.46,36.90,51.00,,43.00,43.00,47.00,-8.70,0.14,0.12,13.20,0.23,6.20,0.12,101.60,175.54,166.09,157.88,5.20,40.40,,37.5,1,1,0,0,0,0,1,0.0115,0.0043,0,2.0697,0.7791,0,9.2651,0.7791,2.0697,9,18539.1,18293.2,25-05-2025 15:26,22.19,9.60,22.19,59.29,33.46,25.17,1012.16
39,9967469,1032,1032,10-12-2024 12:30,10-12-2024 12:40,10,,,8.00,,14.17,14.34,14.34,14.39,0.40,10.10,10416.09,,,,10311.93,10208.81,5027.22,5181.59,5181.59,5181.59,5098.50,1.60,3821.97,35.60,51.00,,43.00,43.00,47.00,-8.40,0.13,0.12,13.80,0.23,6.40,0.12,102.30,175.86,166.39,157.93,5.40,40.00,,37.5,1,1,0,0,0,0,1,0.0117,0.0046,0,2.1142,0.83,0,11.0779,0.83,2.1142,9,18591.3,18293.2,25-05-2025 15:26,22.19,9.60,22.19,59.29,33.46,25.17,1012.16
40,9967469,1032,1032,10-12-2024 12:40,10-12-2024 12:50,10,,,7.00,,14.32,14.48,14.48,14.36,-0.80,9.20,10452.78,,,,10348.25,10244.77,5098.54,5146.23,5146.23,5146.23,5270.62,-2.40,3781.84,36.10,51.00,,43.00,43.00,47.00,-9.60,0.12,0.11,8.90,0.20,5.90,0.10,103.30,174.97,165.56,157.91,4.80,40.20,,37.5,1,1,0,0,0,0,1,0.0093,0.0001,0,1.9187,0.0283,0,,0.0283,1.9187,9,17861.5,18293.2,25-05-2025 15:26,22.19,9.60,22.19,59.29,32.34,25.17,1012.16
